Year,Cross analysis variable,Category,Measured variable,Response category,Value,Value Unit,Value Label,Null Reason
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering for an organisation,Don't want to make a long term commitment,8.7,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering for an organisation,Prefer to give money instead of time,4.2,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering for an organisation,Prefer to give money instead of time,6,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering for an organisation,Prefer to give money instead of time,5.2,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering for an organisation,Prefer to give money instead of time,,percentage,% of people who did not volunteer,suppressed
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering for an organisation,Prefer to give money instead of time,5.2,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering for an organisation,Had no interest,6.2,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering for an organisation,Had no interest,7.1,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering for an organisation,Had no interest,6.9,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering for an organisation,Had no interest,7.8,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering for an organisation,Had no interest,6.8,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering for an organisation,Was dissatisfied with previous volunteering experience,,percentage,% of people who did not volunteer,suppressed
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering for an organisation,Was dissatisfied with previous volunteering experience,1,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering for an organisation,Was dissatisfied with previous volunteering experience,0.8,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering for an organisation,Was dissatisfied with previous volunteering experience,,percentage,% of people who did not volunteer,suppressed
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering for an organisation,Was dissatisfied with previous volunteering experience,0.8,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering for an organisation,Another reason,5.6,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering for an organisation,Another reason,5.4,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering for an organisation,Another reason,4.9,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering for an organisation,Another reason,4.4,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering for an organisation,Another reason,4.9,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering directly for another person,There are no barriers,13.3,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering directly for another person,There are no barriers,11.7,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering directly for another person,There are no barriers,11.3,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering directly for another person,There are no barriers,14.1,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering directly for another person,There are no barriers,11.1,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering directly for another person,No one asked me to volunteer,19.3,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering directly for another person,No one asked me to volunteer,24.8,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering directly for another person,No one asked me to volunteer,26,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering directly for another person,No one asked me to volunteer,26.5,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering directly for another person,No one asked me to volunteer,26,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering directly for another person,Don't know anyone who needs help,4.8,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering directly for another person,Don't know anyone who needs help,10.4,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering directly for another person,Don't know anyone who needs help,10.7,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering directly for another person,Don't know anyone who needs help,6.1,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering directly for another person,Don't know anyone who needs help,11.1,percentage,% of people who did not volunteer,
